"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","consent","trump_job_approval","political_interest","attention_check","race","hispanic","age","education","income","gender","gender_4_TEXT","religion","attendance","pid_1","pid_dem","pid_rep","pid_indep","media_diet_1","media_diet_2","media_diet_3","media_diet_4","media_diet_5","media_diet_6","media_diet_7","media_diet_8","media_diet_9","media_diet_10","media_diet_11","media_diet_12","media_diet_13","media_diet_14","media_confidence","media_factchecks","pk_1","pk_2","pk_3","pk_timer_First Click","pk_timer_Last Click","pk_timer_Page Submit","pk_timer_Click Count","outcome questions_1","outcome questions_2","outcome questions_3","fc_1_belief","fc_1_misinfo_timer_First Click","fc_1_misinfo_timer_Last Click","fc_1_misinfo_timer_Page Submit","fc_1_misinfo_timer_Click Count","fc_1_factcheck_time1_First Click","fc_1_factcheck_time1_Last Click","fc_1_factcheck_time1_Page Submit","fc_1_factcheck_time1_Click Count","fc_1_factcheck_time2_First Click","fc_1_factcheck_time2_Last Click","fc_1_factcheck_time2_Page Submit","fc_1_factcheck_time2_Click Count","fc_2_belief","fc_2_misinfo_timer_First Click","fc_2_misinfo_timer_Last Click","fc_2_misinfo_timer_Page Submit","fc_2_misinfo_timer_Click Count","fc_2_factcheck_time1_First Click","fc_2_factcheck_time1_Last Click","fc_2_factcheck_time1_Page Submit","fc_2_factcheck_time1_Click Count","fc_2_factcheck_time2_First Click","fc_2_factcheck_time2_Last Click","fc_2_factcheck_time2_Page Submit","fc_2_factcheck_time2_Click Count","fc_3_belief","fc_3_misinfo_timer_First Click","fc_3_misinfo_timer_Last Click","fc_3_misinfo_timer_Page Submit","fc_3_misinfo_timer_Click Count","fc_3_factcheck_time1_First Click","fc_3_factcheck_time1_Last Click","fc_3_factcheck_time1_Page Submit","fc_3_factcheck_time1_Click Count","fc_3_factcheck_time2_First Click","fc_3_factcheck_time2_Last Click","fc_3_factcheck_time2_Page Submit","fc_3_factcheck_time2_Click Count","thermometer_1","thermometer_2","thermometer_3","thermometer_5","thermometer_6","thermometer_7","therm_timers_First Click","therm_timers_Last Click","therm_timers_Page Submit","therm_timers_Click Count","Q62","comments","Q_TotalDuration","Z_fc_1","Z_fc_2","Z_fc_3"
"2023-10-18 08:28:23","2023-10-18 08:49:43","100","1279","True","2023-10-18 08:49:44","EN","Yes","Strongly disapprove","Somewhat interested","Extremely interested,Very interested","Black or African American","No","2001","Bachelor's degree in college (4-year)","$90,000-$119,999","Prefer not to say",NA,"Protestant","More than once a week","Independent",NA,NA,"Neither","Never","Several times","Once","Never","Never","Never","Never","Never","Once","Never","Never","Never","Every day","Several times","Not very much","Frequently","Eight years","Twice","Richard Branson","7.633","19.283","19.935","10","Disagree","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,"0","0","72.727","0","57.67","59.641","305.254","2","Not at all accurate",NA,NA,NA,NA,"80.929","80.929","82.363","1","3.888","62.699","83.925","14","Not at all accurate",NA,NA,NA,NA,"0","0","45.956","0","0","0","77.085","0","0","8","0","22","95","96","3.1","62.823","63.463","13","The three priorities should be as followed: concern for all the people within the nation, not just those that these politicians are appealing to for votes, utilizing its money (particularly taxes) to actually help everyone within the nation and not for oppressing the people further, and stopping the oppression of its people and denying the existence of the oppressed.",NA,"1279","factcheck","factcheck","factcheck"
"2023-10-18 08:30:20","2023-10-18 08:50:30","100","1209","True","2023-10-18 08:50:31","EN","Yes","Strongly disapprove","Very interested","Extremely interested,Very interested","Black or African American","No","1999","Bachelor's degree in college (4-year)","$30,000-$59,999","Man",NA,"Protestant","Once or twice a month","Republican",NA,"Not very strong Republican",NA,"Several times","Once","Several times","Every day","Several times","Several times","Every day","Once","Never","Several times","Never","Never","Several times","Every day","Not very much","Sometimes","Six years","Twice","Rishi Sunak","43.955","189.292","192.158","9","Disagree","Disagree","Agree","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"24.064","26.203","178.516","2","0","0","54.849","0","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71",NA,"45",NA,"46","72","22.854","40.414","42.585","6","Unemployment should be the first
Gun control should be the second
Environmental issues should be the third",NA,"1209","control","factcheck","control"
"2023-10-18 08:36:49","2023-10-18 08:50:48","100","839","True","2023-10-18 08:50:49","EN","Yes","Somewhat disapprove","Very interested","Extremely interested,Very interested","White or Caucasian,Asian","No","1988","Bachelor's degree in college (4-year)","$90,000-$119,999","Man",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Once","Never","Every day","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","2.486","7.82","8.66","4","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate","0","0","67.854","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"1.429","69.416","69.685","2","0","0","8.608","0","Not at all accurate",NA,NA,NA,NA,"0","0","124.868","0","0","0","10.922","0","50","0","0","50","50","50","2.993","37.621","38.445","9","Education should be top priority. Poor education is a cause of many of the conspiratorial and right-wing ideas that poison this country. The power of the church needs to be reduced in the federal government.",NA,"839","misinformation","factcheck","factcheck"
"2023-10-18 08:28:13","2023-10-18 08:51:49","100","1416","True","2023-10-18 08:51:50","EN","Yes","Somewhat disapprove","Not very interested","Extremely interested,Very interested","Asian","No","1992","Bachelor's degree in college (4-year)","$120,000-$149,999","Man",NA,"Atheist","Never","Independent",NA,NA,"Closer to the Democratic Party","Every day","Never","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Several times","A fair amount","Never","Six years","Twice","Rishi Sunak","41.533","120.352","129.441","7","Neither disagree nor agree","Agree","Agree","Somewhat accurate","0","0","70.942","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"16.736","17.014","223.005","2","114.159","114.159","124.397","1","Not very accurate",NA,NA,NA,NA,"0","0","55.101","0","0","0","128.164","0","50","50","70","60","60","85","36.058","82.541","84.828","13","In the coming years, I believe America's elected leaders should prioritize three critical areas. Firstly, addressing healthcare reform should be a top priority to ensure access to affordable and quality healthcare for all citizens. Secondly, leaders should focus on climate change and environmental sustainability, taking bold steps to combat climate crisis, promote clean energy, and mitigate the effects of global warming. Lastly, fostering economic equity and social justice should be a paramount concern, including measures to reduce income inequality, enhance educational opportunities, and reform criminal justice systems to ensure fairness and equal opportunity for all Americans.




",NA,"1416","misinformation","factcheck","factcheck"
"2023-10-18 08:28:29","2023-10-18 09:07:46","100","2357","True","2023-10-18 09:07:47","EN","Yes","Somewhat approve","Not at all interested","Extremely interested,Very interested","White or Caucasian","No","1965","Bachelor's degree in college (4-year)","$180,000-$209,999","Woman",NA,"Buddhist","A few times a year","Something else",NA,NA,"Closer to the Democratic Party","Never","Never","Once","Once","Never","Never","Several times","Never","Never","Never","Never","Once","Once","Several times","Not very much","Sometimes","Six years","Twice","David Cameron","13.574","29.299","31.101","5","Disagree","Disagree","Strongly agree","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","95","20.918","23.499","25.142","2","I think the top three priorities are to address global warming and take steps to avert the disaster that will happen if we continue to not acknowledge it. I think we need to shut down the border to Mexico because too much drugs and bad stuff is coming into our country.We also need to get a handle on the homeless situation in our countryAnd alsoespecially the veterans that are homeless","It didn't seem to be an option but I read the New York Times online that's my primary source of information and one that I trust","2357","control","control","control"
"2023-10-18 09:06:46","2023-10-18 09:08:40","100","114","True","2023-10-18 09:08:42","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1995","High school graduate (high school diploma or equivalent including GED)","Less than $30,000","Man",NA,"Nothing in particular","Never","Democrat","Strong Democrat",NA,NA,"Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Several times","Once","Several times","A fair amount","Sometimes","Don't know","Twice","Rishi Sunak","1.037","24.727","25.909","6","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51","51","52","52","1.299","6.168","6.456","12",NA,NA,"114","control","control","control"
"2023-10-18 09:05:50","2023-10-18 09:09:22","100","211","True","2023-10-18 09:09:23","EN","Yes","Somewhat disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1978","Bachelor's degree in college (4-year)","$30,000-$59,999","Man",NA,"Protestant","Never","Republican",NA,"Not very strong Republican",NA,"Once","Never","Several times","Never","Once","Never","Several times","Once","Once","Once","Once","Once","Several times","Several times","A fair amount","Sometimes","Six years","Twice","Don't know","5.381","16.593","17.564","3","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Not at all accurate",NA,NA,NA,NA,"0","0","9.228","0","0","0","8.331","0","Not very accurate","0","0","17.153","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","9.809","0","0","0","18.046","0","47","26","56","42","38","11","2.078","8.069","9.072","7","I would like to see more payments to struggling families. I would like to see less chaos on the news",NA,"211","factcheck","misinformation","factcheck"
"2023-10-18 09:05:02","2023-10-18 09:09:41","100","278","True","2023-10-18 09:09:42","EN","Yes","Somewhat disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","Yes","1991","Bachelor's degree in college (4-year)","$150,000-$179,999","Woman",NA,"Mormon","Once a week","Republican",NA,"Not very strong Republican",NA,"Never","Once","Once","Never","Several times","Several times","Never","Never","Never","Never","Never","Never","Several times","Never","Not very much","Sometimes","Eight years","Twice","Boris Johnson","3.249","18.539","19.494","8","Agree","Disagree strongly","Agree","Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","14.034","15.15","18.114","2",NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate","0","0","30.132","0",NA,NA,NA,NA,NA,NA,NA,NA,"56","54","99","54","50",NA,"1.724","12.761","13.138","12","Lowering inflation, lowering interest rates, decreasing national debt",NA,"278","control","misinformation","misinformation"
"2023-10-18 09:05:52","2023-10-18 09:09:58","100","245","True","2023-10-18 09:09:59","EN","Yes","Strongly disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","No","1990","Bachelor's degree in college (4-year)","$60,000-$89,999","Woman",NA,"Roman Catholic","Once a week","Republican",NA,"Strong Republican",NA,"Once","Never","Never","Several times","Never","Never","Never","Several times","Never","Never","Never","Never","Never","Never","Not very much","Sometimes","Six years","Twice","Boris Johnson","20.776","27.357","28.512","5","Strongly agree","Strongly agree","Disagree strongly","Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93","50","100","50","50","0","8.23","25.181","26.335","12","I would like them to make sure abortions stay illegal.  I would want them to keep immigrants out of the country.  I want them to stop supporting other countries and their wars.",NA,"245","control","control","control"
"2023-10-18 09:04:47","2023-10-18 09:10:01","100","314","True","2023-10-18 09:10:02","EN","Yes","Strongly disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","Yes","1984","Some college but no degree","$30,000-$59,999","Man",NA,"Protestant","Never","Democrat","Strong Democrat",NA,NA,"Never","Never","Once","Every day","Never","Never","Every day","Never","Never","Never","Never","Never","Several times","Never","None at all","Sometimes","Six years","Twice","Rishi Sunak","4.836","11.415","14.963","2","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"1.316","1.316","36.38","1","4.93","10.002","21.171","2","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","100","5.91","29.98","40.312","10","Fight climate change. Universal basic income. Jail researchers who pay poorly on survey sites.",NA,"314","control","factcheck","control"
"2023-10-18 09:04:46","2023-10-18 09:10:08","100","321","True","2023-10-18 09:10:09","EN","Yes","Somewhat approve","Not very interested","Extremely interested,Very interested","White or Caucasian","No","1997","Master's degree","$60,000-$89,999","Woman",NA,"Roman Catholic","Never","Democrat","Not very strong Democrat",NA,NA,"Once","Never","Several times","Never","Several times","Several times","Once","Never","Never","Never","Never","Never","Every day","Once","A fair amount","Never","Two years","Twice","Don't know","10.729","21.645","22.272","7","Disagree strongly","Disagree strongly","Strongly agree","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"17.13","17.13","25.21","1","2.549","6.035","7.801","2","Not at all accurate",NA,NA,NA,NA,"0","0","32.661","0","4.079","4.079","9.034","1","55","50","50","50","50","100","4.245","15.873","16.491","8","they should make abortion legal. they should get rid of student loans. they should protect women’s rights.",NA,"321","control","factcheck","factcheck"
"2023-10-18 09:05:11","2023-10-18 09:10:21","100","310","True","2023-10-18 09:10:22","EN","Yes","Somewhat disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","No","1991","Bachelor's degree in college (4-year)","$30,000-$59,999","Woman",NA,"Protestant","A few times a year","Independent",NA,NA,"Closer to the Democratic Party","Several times","Never","Every day","Once","Never","Several times","Several times","Never","Never","Once","Never","Never","Several times","Every day","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","4.565","10.053","10.828","3","Disagree","Disagree strongly","Disagree strongly","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","32.076","0","0","0","50.765","0","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","50","50","50","69","61","12.784","23.859","24.708","6","Number one would be to provide free nationalized healthcare to everyone. Number two would be to drastically cut our military and military industrial complex spending. Lastly, taking serious action systemically against industry to lessen the effects of climate change.",NA,"310","control","factcheck","control"
"2023-10-18 09:06:14","2023-10-18 09:10:22","100","247","True","2023-10-18 09:10:23","EN","Yes","Somewhat approve","Not at all interested","Extremely interested,Very interested","White or Caucasian","No","1984","High school graduate (high school diploma or equivalent including GED)","Less than $30,000","Man",NA,"Nothing in particular","Never","Independent",NA,NA,"Neither","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not very much","Never","Eight years","Twice","Don't know","13.273","26.953","28.565","4","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","0","29.576","0",NA,NA,NA,NA,NA,NA,NA,NA,"52","51","51","51","51","51","3.649","10.346","11.107","12","I dont know anything about this stuff at all. I dont feel i know enough about it to give an accurate comment. No idea.",NA,"247","control","control","misinformation"
"2023-10-18 09:07:01","2023-10-18 09:10:31","100","209","True","2023-10-18 09:10:32","EN","Yes","Somewhat approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1984","Professional degree (JD, MD)","$60,000-$89,999","Woman",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Once","Never","Never","Never","Never","Several times","Several times","Never","Once","Never","Never","Once","Never","Never","A fair amount","Frequently","Six years","Twice","Rishi Sunak","5.444","17.71","18.398","7","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"11.797","18.347","22.882","2","2.849","13.882","16.426","4","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","51","7","64","86","100","4.196","19.013","19.774","8",NA,NA,"209","control","factcheck","control"
"2023-10-18 09:05:05","2023-10-18 09:10:32","100","327","True","2023-10-18 09:10:32","EN","Yes","Strongly disapprove","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1997","Associate degree in college (2-year)","$90,000-$119,999","Woman",NA,"Nothing in particular","Seldom","Republican",NA,"Strong Republican",NA,"Several times","Several times","Several times","Several times","Every day","Once","Never","Several times","Several times","Several times","Never","Never","Every day","Every day","None at all","Sometimes","Four years","Twice","Boris Johnson","3.734","17.3","18.339","7","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Somewhat accurate","79.317","79.317","79.542","1",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,"0","0","27.671","0","1.857","12.486","40.1","12","51","51","51","51","51","51","3.111","7.607","8.326","6","close the borders. fix inflation. get a new fucking president",NA,"327","misinformation","control","factcheck"
"2023-10-18 09:05:18","2023-10-18 09:10:37","100","319","True","2023-10-18 09:10:38","EN","Yes","Strongly disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","No","1974","Bachelor's degree in college (4-year)","$60,000-$89,999","Woman",NA,"Protestant","A few times a year","Republican",NA,"Not very strong Republican",NA,"Several times","Never","Every day","Several times","Several times","Once","Several times","Several times","Once","Never","Never","Never","Once","Once","Not very much","Sometimes","Six years","Twice","Rishi Sunak","6.71","20.808","22.973","3","Disagree","Disagree strongly","Disagree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","28.872","0","0","0","49.628","0","54","44","56","47","42","61","3.78","10.572","11.6","6","I would like to see more affordable healthcare.  Prices of goods to be under control so that the economy will be better.  Better education services for schools.","no","319","control","control","factcheck"
"2023-10-18 09:05:49","2023-10-18 09:10:41","100","292","True","2023-10-18 09:10:42","EN","Yes","Somewhat disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1986","Associate degree in college (2-year)","$90,000-$119,999","Man",NA,"Protestant","Seldom","Republican",NA,"Not very strong Republican",NA,"Never","Never","Never","Never","Several times","Several times","Never","Once","Never","Never","Never","Never","Never","Never","Not very much","Sometimes","Six years","Twice","Don't know","6.093","19.598","19.937","4","Agree","Neither disagree nor agree","Agree","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","0","28.454","0",NA,NA,NA,NA,NA,NA,NA,NA,"52","52","52","51","55","53","6.88","11.945","13.586","7","I think that I would like to see a little more of a responsible president.  One that actaully does what they say they are going to do, and actively help other countries in need, while balancing keeping america at the top of the food chain.",NA,"292","control","control","misinformation"
